#{"t_start": 1783500437.09629, "env_id": "None"}
r,l,t
107.502076,54,27.953777
108.733794,59,27.986989
106.918412,44,28.304363
108.463953,66,28.345622
106.279504,38,28.364427
108.801846,60,28.402975
108.917564,68,28.439961
107.542925,66,28.476769
107.585743,45,28.501314
-44.617136,91,28.541982
107.579533,43,28.564889
-43.515158,58,28.931071
107.13147,45,28.954655
107.362976,54,28.994049
107.179176,47,29.017523
108.794541,57,29.045682
106.802424,49,29.070778
107.325062,47,29.099155
105.984861,59,29.139226
107.304009,46,29.163347
107.855159,54,29.189148
107.691096,74,29.523224
108.320056,52,29.551017
106.831862,53,29.576715
107.488529,51,29.603354
107.071828,53,29.633347
108.02742,51,29.664849
107.472457,79,29.707557
106.552412,48,29.734312
-44.275709,56,29.761
107.221307,58,30.048393
107.172152,51,30.071772
-43.43229,57,30.105281
106.50387,41,30.130671
107.719262,43,30.153599
107.719908,55,30.190303
107.823684,48,30.219153
-42.968358,62,30.251243
107.150679,68,30.282878
107.124908,60,30.577166
108.146757,55,30.602269
107.023463,43,30.622077
107.47947,57,30.650197
106.736834,45,30.67206
107.887398,61,30.699747
107.470661,58,30.730428
107.663014,54,30.753735
107.978352,50,30.783435
107.999985,62,30.815984
107.822808,62,31.093338
107.167877,66,31.125608
107.123634,50,31.150046
107.025471,41,31.169057
107.889435,66,31.204738
-42.18667,65,31.246746
107.020902,45,31.27209
107.637252,59,31.308861
-42.55232,65,31.700659
108.295744,60,31.734193
-43.329093,62,31.763703
107.44057,56,31.78919
107.311211,45,31.811651
107.559643,50,31.840227
109.617707,55,31.866068
107.123698,52,31.894414
107.301644,53,31.92417
107.838723,47,31.948167
107.649845,49,32.249694
107.013998,46,32.272555
108.987397,59,32.303907
108.589092,54,32.337086
106.847649,42,32.356093
107.579961,45,32.389537
-44.219409,65,32.43002
107.671718,53,32.454173
107.433274,40,32.473868
109.035913,61,32.508096
107.574488,74,32.889118
107.257977,44,32.917026
-42.490009,59,32.950496
107.610798,47,32.976098
107.141784,46,33.00945
107.567387,50,33.033963
107.007135,52,33.059448
109.403643,63,33.094261
107.531584,49,33.123863
107.535296,58,33.552844
107.403243,52,33.582909
107.569703,56,33.611554
108.938359,61,33.647692
106.653955,40,33.66923
107.370111,46,33.69439
109.284968,60,33.72553
107.01127,46,33.746398
107.261771,46,33.769636
107.272052,41,33.794119
108.028191,61,33.823277
107.63774,70,34.148314
106.829169,52,34.1761
109.006753,60,34.204848
107.392329,74,34.24431
108.420091,69,34.283399
106.780998,42,34.3043
108.266625,61,34.335557
109.469569,53,34.362971
107.537535,45,34.668949
108.18938,49,34.693158
108.71506,54,34.716754
108.708125,62,34.745694
107.50682,48,34.767432
107.465888,55,34.798203
106.645492,48,34.829278
107.826293,55,34.861247
107.560629,53,34.888156
106.330957,51,34.92747
107.758276,52,35.24684
109.744826,61,35.282527
107.817749,48,35.310947
108.626387,78,35.350466
108.156146,47,35.377578
107.657911,60,35.411941
107.251449,43,35.432823
108.230896,58,35.46847
107.298924,48,35.495968
107.796906,48,35.819661
108.712023,50,35.851219
107.360621,53,35.88283
107.304378,48,35.912679
108.685595,61,35.943403
107.481557,44,35.969475
106.80282,41,35.989979
108.111398,56,36.018435
107.965604,61,36.049483
107.460344,40,36.070541
107.558544,51,36.107721
108.027742,53,36.4715
106.39149,36,36.49713
107.201188,36,36.516087
107.517575,39,36.544664
107.755027,51,36.588834
107.111787,41,36.613579
109.126985,63,36.650088
-42.835464,58,36.680748
107.150005,41,36.699954
107.761038,46,36.724669
107.92707,68,37.101705
107.006324,39,37.132703
109.549605,59,37.172949
107.20673,47,37.197471
108.964859,48,37.220591
107.758359,47,37.249139
108.406478,60,37.277524
108.157979,49,37.30368
107.184059,43,37.326233
107.848113,49,37.350533
107.41608,44,37.371706
107.624025,46,37.708536
107.797703,57,37.735711
107.70912,53,37.767031
107.1807,40,37.787042
107.669328,46,37.814135
108.74989,54,37.839946
107.736724,47,37.865389
107.819325,42,37.887759
107.311778,47,37.92059
107.257007,45,37.95055
107.096732,42,37.969884
107.207976,40,38.283549
107.410833,49,38.31118
106.604177,46,38.332239
109.356526,54,38.372519
108.650648,48,38.426666
108.693926,57,38.488199
106.826058,35,38.522602
107.289395,44,38.562503
108.110233,44,38.597846
108.050841,47,38.637476
107.308959,46,38.68288
107.4109,53,39.189395
109.434672,54,39.223947
108.515653,44,39.260775
107.696722,42,39.292567
108.193441,50,39.334876
108.660553,45,39.371346
108.276831,50,39.419899
108.648749,46,39.499985
108.068038,54,39.558019
-45.306977,34,39.597754
107.512851,37,39.632621
106.82699,36,40.071044
106.962893,39,40.090309
107.098462,37,40.113917
108.60199,49,40.139399
109.841111,58,40.17418
107.204577,42,40.199569
107.386735,39,40.22095
108.474363,49,40.250225
107.246444,54,40.279941
107.241529,39,40.298233
106.95806,40,40.318254
107.794514,40,40.631302
108.698452,52,40.656239
107.823162,53,40.685641
106.996678,46,40.710944
-42.139328,50,40.741992
107.942301,59,40.769696
108.65851,52,40.799124
107.642313,44,40.822234
107.837557,54,40.859148
108.558225,45,40.882133
107.925665,45,40.907033
107.691458,41,41.196941
108.436769,47,41.221499
107.310097,37,41.238511
107.622666,44,41.262603
107.445771,43,41.283838
107.258336,36,41.301131
107.987656,55,41.332688
107.847631,43,41.352585
107.036158,34,41.369788
107.441172,37,41.404063
107.687071,40,41.43077
106.965568,37,41.450274
106.918848,41,41.746671
106.961823,34,41.765571
108.033978,53,41.790891
108.617992,49,41.81837
107.88778,39,41.840604
108.325049,47,41.865273
107.375123,38,41.887459
107.538576,40,41.909754
107.752104,54,41.936234
107.844186,51,41.959151
106.648525,44,41.981237
106.737356,34,42.000241
108.041707,48,42.295939
106.925282,32,42.311524
107.453617,43,42.336854
107.848683,50,42.363293
106.898361,38,42.381406
107.83056,45,42.403296
108.032555,38,42.423468
107.373004,39,42.442102
107.436977,39,42.460403
107.735276,46,42.483033
108.656096,42,42.502987
106.573013,33,42.519686
107.301556,60,42.798106
109.072655,48,42.819672
107.817515,39,42.838605
107.863697,38,42.857784
108.140135,40,42.878655
108.626127,46,42.900774
107.042369,48,42.926893
107.767626,50,42.955643
107.189056,49,42.979965
107.83029,44,43.001115
109.179602,48,43.027476
107.773422,41,43.312845
107.884614,41,43.333769
107.195445,38,43.351406
108.539771,42,43.371516
107.563646,38,43.389188
107.567326,35,43.406113
106.573891,34,43.422936
107.82378,47,43.44637
108.167689,48,43.469308
108.576629,45,43.495502
108.112551,45,43.526209
109.289638,52,43.552491
107.794913,40,43.581204
