#{"t_start": 1783500481.0015528, "env_id": "None"}
r,l,t
-50.564832,82,0.046588
107.297777,68,0.074566
-46.601193,131,0.130854
-50.884308,58,0.156724
-49.250183,45,0.176232
-50.796265,88,0.215623
-49.261028,17,0.224412
-45.053881,100,0.510742
-47.025483,51,0.540726
-48.556997,27,0.551724
-49.696001,35,0.567142
-52.556884,74,0.607717
-46.318635,91,0.648765
-52.871949,45,0.669396
-48.857943,49,0.69553
-46.726028,172,1.019881
-45.865693,124,1.077107
-49.908977,28,1.089747
-51.046266,117,1.145065
-48.090072,25,1.157763
-51.445844,29,1.169604
107.832851,194,1.533526
-45.19394,115,1.591629
-46.968732,51,1.616155
106.077889,206,1.726585
107.592975,131,2.144311
-45.077465,153,2.211891
104.606728,249,2.343956
105.786946,206,2.85243
106.792424,98,2.899238
106.334512,153,2.976221
-49.533508,20,2.985677
-48.565129,17,2.998605
107.204003,135,3.351768
-45.315254,157,3.440746
106.961579,57,3.465292
106.774615,210,3.810132
-44.687677,103,3.858381
-47.116116,51,3.880477
-43.960059,97,3.932571
-44.994373,149,4.013272
3.29694,300,4.406262
108.308028,108,4.456477
106.092703,146,4.534409
-48.989555,224,4.893285
-44.767756,300,5.044093
-43.468747,119,5.446245
1.582297,300,5.601692
106.701929,103,5.649809
-46.611386,161,6.012059
105.122166,260,6.161913
106.743177,167,6.607124
106.173303,115,6.664819
-49.784287,13,6.672096
-44.196945,90,6.714168
-45.46529,246,7.218655
107.002907,203,7.351239
-46.259666,39,7.371105
-41.406942,110,7.427359
106.547921,261,7.865556
109.57007,91,7.923578
107.197707,84,7.964618
-44.502652,162,8.045629
106.97237,122,8.411328
107.243736,97,8.48066
107.29009,154,8.593498
106.44385,153,8.672496
106.552076,87,8.990953
-49.069044,29,9.005687
107.96091,96,9.062651
107.428181,119,9.136815
108.071399,80,9.181874
108.195284,77,9.225347
106.099298,140,9.595702
-45.135749,48,9.627246
106.529982,113,9.683676
107.725641,87,9.746171
107.206449,93,9.795019
107.335046,99,9.846769
106.918931,113,10.236344
108.214322,140,10.302834
106.535864,126,10.364891
106.746013,90,10.41428
107.059727,134,10.777754
106.343601,134,10.851516
108.882666,108,10.913617
106.549366,60,10.942506
105.956095,158,11.330413
107.116894,113,11.391665
105.901279,145,11.606181
-43.829165,89,11.664918
-45.535164,46,11.700448
107.146736,70,11.74166
107.508016,73,12.066164
-44.352894,47,12.095775
106.94669,70,12.131633
-49.465206,10,12.137382
-44.365883,153,12.213232
108.441276,88,12.257558
106.82697,109,12.843764
107.163453,68,12.888683
108.241694,109,12.941579
-43.915369,98,12.997632
107.140531,64,13.038549
107.261412,102,13.088796
107.846487,65,13.588266
108.101226,81,13.63241
107.718762,97,13.698367
107.732127,114,13.76052
-46.813981,215,14.161683
-46.791324,73,14.209183
106.690866,169,14.322282
108.27182,72,14.359545
107.073858,69,14.397382
107.560967,77,14.444311
108.871494,107,14.766824
-43.61546,95,14.813255
106.651615,55,14.840504
-45.176965,52,14.865348
106.79497,69,14.903588
-49.185664,28,14.916816
-44.333104,68,14.952671
106.30449,130,15.31201
107.033027,82,15.352017
106.543475,84,15.392344
107.205597,63,15.42616
107.020067,78,15.470606
107.265915,61,15.499115
-42.89138,84,15.54223
106.741897,59,15.840505
107.603788,77,15.879053
107.438138,55,15.904578
107.178441,61,15.93247
106.928717,87,15.975769
108.292791,68,16.006002
107.719812,65,16.037091
106.710011,89,16.340649
107.055817,94,16.392977
106.668827,49,16.416279
108.082346,78,16.463344
107.92668,85,16.514641
107.828453,91,16.558001
106.251125,58,16.582775
108.444679,60,16.875122
106.951745,70,16.912478
-44.834273,97,16.959179
107.750841,81,17.00442
107.013517,61,17.03397
107.726661,62,17.067879
107.390968,57,17.095806
107.174796,65,17.357131
107.354534,67,17.387622
108.443661,83,17.424168
