#{"t_start": 1783500516.9300952, "env_id": "None"}
r,l,t
107.813002,102,8.947868
106.474405,91,9.310266
-47.743734,26,9.327737
107.261895,91,9.382792
107.446045,110,9.454972
107.201048,106,9.517575
107.169338,79,9.566636
106.751857,70,9.615549
108.66741,101,10.047463
109.548739,113,10.112075
106.646876,71,10.15391
106.588351,69,10.20065
107.085419,124,10.286128
107.530458,76,10.634432
-44.066767,233,10.787855
107.441033,78,10.832898
106.920925,92,10.896965
106.800164,156,11.336671
107.806967,155,11.433079
106.833451,125,11.500834
107.395917,65,11.535486
106.491914,78,11.575049
106.099913,192,12.129843
106.296956,122,12.198757
106.798495,139,12.287945
-44.999863,184,12.754724
-44.950832,181,12.864742
105.925183,176,12.965235
107.036174,94,13.378656
108.031633,82,13.429159
107.777665,112,13.49743
107.007227,72,13.553431
107.892478,73,13.595926
-42.352957,98,13.657626
107.063658,65,14.013527
107.493085,69,14.058136
106.869913,62,14.088277
-46.231508,197,14.197413
106.638876,59,14.228104
-44.737279,128,14.625823
107.395411,73,14.666004
107.992456,78,14.709564
107.047219,116,14.771369
106.66029,115,14.852117
107.309257,128,15.2362
107.29063,71,15.286487
106.856295,61,15.321394
108.411701,76,15.365039
106.668235,56,15.391684
106.910041,62,15.42383
107.174126,70,15.454278
107.032369,70,15.490724
106.446027,82,15.913734
108.300317,70,15.944687
106.564354,75,15.978497
106.7025,54,16.003295
107.009855,110,16.054789
107.401266,76,16.087592
107.052075,67,16.34423
106.491782,74,16.377664
107.97969,69,16.410614
108.731314,76,16.443954
106.907062,68,16.473276
107.757025,60,16.500939
107.16284,72,16.533279
106.997569,57,16.558926
106.186792,129,16.842056
106.892627,97,16.930984
107.291872,68,16.990519
-45.138154,44,17.024727
107.449085,68,17.066558
107.105705,94,17.159593
106.401907,122,17.511811
108.454184,96,17.57714
107.747753,62,17.626577
107.023662,150,17.737265
106.538623,54,17.77175
108.016401,77,18.100915
108.645472,79,18.141534
107.261204,83,18.180043
107.975982,61,18.209992
106.966082,72,18.240944
107.983255,77,18.2774
107.071956,98,18.325862
107.248455,53,18.610247
107.227147,60,18.637918
106.885656,61,18.669363
107.573025,67,18.70152
107.825379,74,18.73426
107.966318,80,18.770887
107.890394,68,18.802857
107.439249,68,18.832008
107.18298,58,19.034105
107.030659,57,19.059547
107.627305,57,19.082431
107.916317,53,19.104096
-42.550145,70,19.135259
107.551271,76,19.168484
-45.577146,29,19.180927
107.152472,55,19.204558
107.264401,88,19.444368
106.975403,57,19.467187
108.300665,89,19.506854
-43.801624,88,19.546313
106.760912,51,19.568073
107.073583,43,19.586421
108.141451,63,19.622591
106.801921,55,19.647588
106.702435,51,19.8746
107.040998,53,19.903303
106.844335,56,19.929055
107.077613,58,19.953966
-46.408716,24,19.964274
108.279154,56,19.987958
-46.915198,28,20.000296
107.521596,51,20.023321
106.975109,53,20.04613
108.682634,69,20.076081
108.543649,72,20.283122
109.598882,87,20.318954
107.297195,89,20.359615
-42.368457,83,20.397663
108.00695,72,20.427459
107.625903,75,20.457581
-43.344063,69,20.485857
106.052844,72,20.720586
108.749865,82,20.762811
107.282609,53,20.791936
106.274177,66,20.826939
107.572234,69,20.859429
107.013439,78,20.90114
107.845171,59,20.928324
107.617659,65,21.129843
107.987405,59,21.153014
-47.99802,15,21.159742
106.517446,47,21.17844
107.557991,52,21.198906
107.424825,64,21.225049
108.568667,69,21.252078
109.372688,76,21.278774
108.055684,64,21.301373
107.631156,61,21.455181
-44.311115,95,21.48964
107.562729,52,21.508778
107.558503,65,21.532145
109.315086,64,21.555479
-46.497598,34,21.567778
106.270588,46,21.584352
107.371054,72,21.611895
109.051941,67,21.63649
109.277166,88,21.986379
108.13712,67,22.037907
107.382384,63,22.086008
108.364099,60,22.130898
-48.50559,15,22.143827
107.095435,68,22.188519
106.817417,56,22.219353
107.075547,48,22.241689
109.951566,84,23.22673
107.154109,53,23.309889
107.424567,51,23.394302
107.731013,53,23.529493
-41.14843,72,23.609839
107.316211,61,23.643881
106.962415,49,23.861928
106.068582,70,23.970225
107.768724,57,24.055798
106.726735,50,24.614408
-43.049679,66,24.743791
106.888031,48,24.822659
106.724478,60,24.934148
108.022393,70,25.053503
107.041634,57,25.17644
106.912963,55,25.252995
107.637995,48,25.298914
106.942671,49,25.347789
107.291682,56,26.154475
-47.245101,21,26.193144
107.925564,58,26.277634
-46.765744,32,26.307949
107.356102,55,26.349665
106.919907,42,26.385545
108.120572,84,26.482228
108.62109,57,26.594149
106.963099,48,26.676232
107.926596,52,26.74708
107.458505,46,27.282765
106.730692,47,27.362338
108.45887,55,27.445732
106.896159,51,27.488407
-49.003857,9,27.494119
109.976325,65,27.533421
107.462385,53,27.562388
107.256904,57,27.601503
107.510704,51,27.634461
107.840687,55,27.662726
107.557851,52,27.697712
107.088652,50,27.975513
109.24039,68,28.034089
106.447552,52,28.068674
107.465298,47,28.11333
106.998229,45,28.163925
106.432768,45,28.227464
107.707035,61,28.26443
107.959069,68,28.31492
107.253526,44,28.342144
107.334768,53,29.14261
108.46192,58,29.195961
108.889351,57,29.252033
107.358135,49,29.319939
107.772479,56,29.43198
107.573972,57,29.568319
108.108475,75,29.701215
107.721827,55,29.785525
107.554801,47,29.908084
107.083289,44,29.987521
106.701068,45,30.744779
107.369279,65,30.798598
-47.350189,24,30.814396
107.062058,49,30.853398
107.775488,54,30.899212
108.011182,44,30.935984
108.134598,57,30.976491
106.936249,47,31.011927
107.203164,46,31.049326
107.046162,47,31.087305
107.12795,48,31.825291
107.121635,43,31.902602
107.321498,47,31.972285
107.611705,44,32.031485
107.835863,49,32.098783
108.209321,56,32.185417
-46.534135,23,32.219478
108.795066,58,32.302725
107.537544,60,32.401861
107.194653,45,32.468939
107.704313,53,32.536742
109.078136,61,33.143171
107.305917,48,33.211268
107.9985,46,33.285936
107.552424,42,33.359028
106.897911,46,33.428114
107.353917,46,33.518004
107.485511,62,33.589763
107.687281,58,33.658515
108.212593,63,33.732764
108.669854,54,33.79828
107.459741,47,34.296135
108.037506,46,34.330597
108.972628,62,34.375576
-46.317609,27,34.38978
106.945582,44,34.41744
107.979461,49,34.449956
-46.361774,29,34.471745
107.733123,46,34.495719
107.346971,45,34.515881
107.393676,41,34.536569
107.197829,40,34.565076
109.282483,63,35.014777
107.256833,46,35.060981
107.445982,44,35.102015
107.305402,41,35.165276
107.623665,50,35.236854
107.198574,51,35.288686
108.31867,46,35.325099
107.161804,43,35.345831
-42.186268,55,35.389279
107.147947,38,35.428589
106.945455,40,35.461137
108.833035,56,35.781061
107.720841,47,35.811843
107.371148,44,35.837139
107.590783,42,35.859502
107.186738,37,35.875697
107.262399,48,35.897358
107.522491,52,35.919965
107.845786,62,35.945673
106.992268,42,35.96308
107.823571,47,35.988793
107.378573,41,36.010677
108.629422,46,36.261513
107.118775,43,36.298094
108.660539,47,36.327443
109.249837,47,36.371357
108.543048,45,36.427181
107.848247,45,36.47567
107.953719,45,36.504348
-45.720111,28,36.522317
108.363729,49,36.550027
107.112097,40,36.567447
107.437705,47,36.597155
108.82431,49,36.61949
108.492172,46,38.208738
108.278032,49,38.266292
107.481455,39,38.33221
106.997746,47,38.433092
107.502136,41,38.491596
109.811036,59,38.592246
107.683638,46,38.659016
108.119306,39,38.729778
107.079926,40,38.79387
109.555997,49,38.857423
107.28468,43,38.941137
109.206384,53,39.538063
107.070039,36,39.559658
107.175803,42,39.583888
108.903208,47,39.611699
107.620656,43,39.632099
107.765781,43,39.652095
109.958047,53,39.680333
106.815435,75,39.720765
106.857412,36,39.739301
108.043152,49,39.764
107.324755,38,39.788258
108.017813,40,40.136617
107.193066,44,40.164117
108.296643,45,40.18937
107.688795,54,40.223354
107.021097,44,40.247698
-47.939672,16,40.254595
107.889254,42,40.276493
107.63964,40,40.295234
107.276704,46,40.316746
109.568319,57,40.343393
106.85336,36,40.360352
-42.999789,52,40.384933
107.288897,36,40.579644
-44.867219,29,40.593544
107.828781,40,40.611285
107.257329,44,40.628872
106.55745,34,40.64303
107.571807,48,40.661952
108.954327,51,40.682139
106.578382,36,40.697872
107.560009,42,40.714862
107.932824,39,40.730432
108.139453,39,40.747597
107.367627,40,40.765881
106.973596,38,40.783965
107.774836,44,40.954682
109.645255,52,40.977166
106.873858,36,40.992167
107.723161,46,41.011141
107.146521,38,41.027022
107.36282,38,41.042569
107.128912,38,41.05784
107.786324,42,41.074679
107.572617,43,41.0911
107.089296,38,41.105208
107.636585,44,41.122624
107.476345,39,41.138449
109.172375,47,41.300035
107.292925,34,41.313216
107.895675,41,41.328881
107.44652,49,41.347434
107.464431,39,41.362399
107.240348,48,41.380166
107.912702,50,41.398459
107.278678,39,41.4128
107.543243,39,41.426595
108.945943,53,41.444765
107.536144,40,41.459368
107.1346,36,41.471578
106.979256,39,41.619246
107.789836,42,41.635293
107.79719,44,41.650818
107.634986,42,41.666173
-46.642749,17,41.672314
106.946483,35,41.684761
108.23903,55,41.704896
109.271863,46,41.721528
107.258762,42,41.736564
107.963413,41,41.751164
107.068189,47,41.767779
108.170937,55,41.786077
107.272069,37,41.799248
106.865496,35,41.938569
107.151945,44,41.953443
109.053521,42,41.967354
108.26521,49,41.984113
108.045703,48,42.000587
107.96992,45,42.016173
107.389258,39,42.028757
107.320888,36,42.041139
107.396438,40,42.053805
107.519054,58,42.074787
107.879471,45,42.090561
107.396355,39,42.236341
108.521339,45,42.252588
106.549496,65,42.276605
106.773737,33,42.288414
107.814578,43,42.304122
106.964566,35,42.317558
108.691592,46,42.333846
108.100199,42,42.349087
107.908626,41,42.364586
109.43762,60,42.386269
108.909482,49,42.404211
107.9501,37,42.417292
107.74254,39,42.564245
109.120411,51,42.582787
107.01351,34,42.594943
109.441863,57,42.617356
106.876327,33,42.629625
107.296517,38,42.644058
109.194219,47,42.659854
107.493592,52,42.677591
106.79165,34,42.688231
108.012274,39,42.701641
108.482165,46,42.718405
108.721938,43,42.73235
106.721886,36,42.867926
107.125167,39,42.881275
107.953436,46,42.896342
108.279903,42,42.910373
108.196744,45,42.926027
107.164014,36,42.937444
110.334102,55,42.955802
107.602388,39,42.968903
109.477829,47,42.984934
106.635988,33,42.996455
107.333363,42,43.010615
107.869536,42,43.025663
108.010886,46,43.16529
107.367283,36,43.177383
108.362106,44,43.192134
107.988976,44,43.207659
106.832317,33,43.21914
108.291684,49,43.236155
106.744645,35,43.24797
107.851845,37,43.260488
107.656262,43,43.276203
107.866203,44,43.290949
107.409844,43,43.304847
106.490412,35,43.316968
107.696274,65,43.482052
108.521761,43,43.496677
107.914518,39,43.511447
106.94649,34,43.52333
109.5107,52,43.540104
107.991733,44,43.554779
107.367124,35,43.56814
106.828188,54,43.586675
108.313658,40,43.600897
107.347355,36,43.613562
107.789376,38,43.627251
107.022915,39,43.640841
107.092798,39,43.778541
107.369749,41,43.793054
107.460215,37,43.807829
107.169558,38,43.821126
107.915643,40,43.835847
106.814097,36,43.848506
106.641834,31,43.858998
107.607729,37,43.870142
107.474133,40,43.883041
108.353266,45,43.89914
108.210266,45,43.914163
109.047999,53,43.931495
107.508519,43,43.945709
107.125133,32,44.078433
107.287003,36,44.091229
107.357767,37,44.104185
108.236747,39,44.118586
108.587256,41,44.132415
107.26999,37,44.144353
108.402221,48,44.160733
107.039344,33,44.171762
108.755292,45,44.186289
107.445504,37,44.19906
107.643367,36,44.210884
107.522273,37,44.222933
106.599436,32,44.233574
107.081154,37,44.246597
-46.338038,19,44.37881
107.562385,40,44.393426
107.548203,45,44.408111
107.657443,38,44.419657
107.020291,35,44.433809
107.157719,39,44.447618
107.078298,33,44.45862
108.962819,46,44.473596
107.250388,36,44.486007
108.217985,41,44.500321
107.34009,35,44.512262
106.845588,32,44.522978
107.408091,38,44.53532
107.814813,41,44.548594
108.008588,41,44.685958
108.002144,45,44.701971
107.892203,36,44.714784
108.216818,43,44.729929
108.713324,44,44.744132
106.647373,33,44.754491
108.172347,40,44.767728
107.593667,37,44.780817
106.844888,34,44.792223
107.284275,35,44.803295
106.605085,35,44.815936
108.998703,44,44.832514
108.756964,45,44.847571
108.213477,44,44.985641
108.020302,39,44.998739
106.8565,32,45.009731
107.104118,34,45.021437
109.609437,59,45.040976
107.718336,35,45.051914
107.970605,39,45.064974
108.485902,38,45.077887
109.069895,46,45.094097
107.51874,34,45.104777
107.42758,39,45.117527
108.029984,39,45.130477
106.731005,32,45.142192
108.352288,39,45.275979
108.829832,50,45.292533
106.755627,32,45.302564
107.336237,37,45.315907
107.52877,35,45.3282
107.861247,37,45.341142
107.198619,33,45.351766
108.319329,39,45.365628
108.102466,37,45.379211
108.004882,40,45.393183
107.464317,35,45.404554
106.984655,34,45.415658
107.550155,41,45.428962
