#{"t_start": 1783500437.096427, "env_id": "None"}
r,l,t
-52.344512,37,0.68639
-49.015198,90,0.731935
-48.944217,8,0.737649
-48.240231,60,0.76502
-51.95569,72,0.797279
-51.964311,65,0.826499
-50.686163,26,0.838707
-48.126118,50,0.860832
-51.006432,67,0.889456
-50.720814,27,0.90183
-44.035859,76,1.188585
-53.403933,103,1.235597
-49.794488,19,1.244464
-50.85405,62,1.27246
-49.75764,44,1.300975
-49.832369,159,1.372831
-50.240994,27,1.385107
-45.653648,106,1.655907
-47.244401,52,1.678123
-51.956897,201,1.765525
-48.463911,119,1.816809
-49.765887,32,1.831338
106.674195,225,2.136459
-51.201433,33,2.150867
-44.022772,217,2.248376
-1.601954,300,2.639149
-1.573102,300,2.98865
3.341147,300,3.122337
107.314452,101,3.166954
105.24569,276,3.531029
106.764486,141,3.593869
3.372157,300,3.972783
106.755612,127,4.036025
2.386705,300,4.393979
106.512724,241,4.505973
-45.811148,205,4.597399
107.711249,175,4.904367
105.089283,289,5.0317
106.306777,103,5.305707
107.297312,136,5.366535
106.856667,109,5.416155
105.602288,237,5.521831
4.025934,300,5.872452
106.778226,125,5.935591
3.275175,300,6.296225
4.440825,300,6.42727
105.662074,205,6.741593
105.672666,192,6.824451
106.489,134,7.129399
108.540986,183,7.211887
106.81698,210,7.306822
-44.782912,108,7.357881
105.846052,194,7.674992
105.931857,154,7.74284
106.666932,177,8.035833
106.84479,108,8.084845
106.656547,65,8.113727
106.646068,165,8.188178
105.652478,188,8.497225
107.043644,65,8.523438
106.066048,211,8.619008
105.905695,157,8.68422
108.92319,121,8.968141
107.586955,133,9.02713
-48.948766,78,9.061302
107.604704,116,9.113777
107.246998,76,9.146638
107.271574,93,9.418407
106.246802,122,9.473799
106.900531,129,9.531379
105.997171,269,9.875369
-44.459102,69,9.906708
107.202722,174,9.985987
106.989644,123,10.038345
-45.689434,153,10.327075
-49.488524,97,10.370155
106.457785,150,10.43803
106.850691,184,10.519108
106.741873,137,10.821578
105.591331,219,10.918063
106.371495,144,10.988315
107.441252,93,11.256834
106.905459,148,11.323953
108.135149,120,11.375416
-47.384109,226,11.700931
105.8856,190,11.781725
-48.252567,16,11.788098
107.649413,124,11.844825
106.977812,82,11.884509
108.847154,109,12.165494
-44.096113,106,12.210084
107.509359,94,12.249059
108.016242,117,12.304039
107.454769,95,12.349859
107.264316,94,12.607122
105.856252,175,12.68705
105.697424,232,12.790949
106.67663,175,13.118078
-43.638359,118,13.175748
106.898389,95,13.240431
106.861698,84,13.286053
-45.967088,195,13.632405
106.550243,111,13.682285
106.672541,130,13.73968
-43.741797,84,13.77814
-45.156568,236,14.105341
106.535193,95,14.14754
106.629449,77,14.18223
106.882103,67,14.207668
106.580599,128,14.483642
-44.46583,78,14.520487
106.550045,75,14.553401
106.621689,110,14.598645
-45.914527,151,14.658045
108.760418,112,14.915684
106.496077,69,14.94793
106.716694,83,14.990925
106.889471,64,15.021079
-47.298321,47,15.046619
-44.859108,80,15.082364
108.808846,90,15.123523
107.144872,76,15.44304
107.164688,85,15.485007
107.637153,82,15.531346
106.505833,61,15.564992
-44.457271,179,15.658251
-44.67658,112,16.006901
109.637653,101,16.067746
-44.36421,67,16.102199
108.100223,86,16.146747
106.591132,69,16.179343
106.893737,72,16.229568
107.515143,87,16.270994
107.608843,69,16.635446
-44.760912,81,16.678527
108.107246,78,16.71537
108.681698,81,16.758701
107.198309,77,16.800492
107.39766,92,16.853943
-44.614552,77,17.192974
107.844154,74,17.238852
107.168709,76,17.27251
107.59416,61,17.301438
107.635391,69,17.338139
107.461446,72,17.379725
107.765272,116,17.436994
107.636388,60,17.754955
106.902199,78,17.80482
108.268175,90,17.858008
108.45692,114,17.925446
108.212534,78,17.964409
107.562543,79,18.003061
-45.179602,53,18.308622
106.713602,73,18.340714
106.33452,63,18.370893
108.533551,80,18.408231
106.753871,67,18.448687
108.149684,63,18.48052
107.616908,66,18.514776
108.383577,69,18.55246
107.813576,105,19.006582
-42.776123,87,19.116779
108.104684,65,19.175276
107.634019,63,19.240342
106.819943,107,19.372619
107.043619,54,19.455245
107.755866,61,20.399407
109.346907,81,20.477074
106.851921,66,20.545085
108.321106,89,20.646558
-42.893333,122,20.752677
106.936129,58,20.812595
108.045402,57,20.860448
106.763141,76,21.620432
106.673567,61,21.68356
107.894537,55,21.731987
107.356702,54,21.779314
-43.518276,99,21.856264
107.75563,65,21.908442
108.349814,65,21.961683
107.325434,61,22.613886
107.598342,78,22.689321
107.332759,65,22.771378
108.274845,66,22.833999
108.651195,61,22.90374
107.610754,90,22.989181
107.353162,59,23.051579
106.811941,75,23.127137
106.577519,48,23.749089
106.721793,42,23.794196
107.837386,60,23.855616
106.820109,53,23.905551
107.762813,56,23.95925
-42.837023,87,24.039408
107.860925,78,24.130693
107.545847,59,24.179343
106.473215,40,24.847919
108.518804,48,24.904882
107.787607,51,24.966365
107.28595,46,25.001549
106.59474,45,25.046816
-44.737147,63,25.092778
-44.708853,113,25.194639
108.847292,61,25.257668
107.059318,59,25.31308
108.127899,54,26.022766
108.345406,58,26.090515
107.041931,49,26.134057
107.572684,62,26.17892
-44.533173,134,26.274057
-45.441908,118,26.357862
107.813031,55,26.399276
107.453267,60,26.735589
108.332431,58,26.772329
106.449226,181,26.862876
107.87507,50,26.885788
106.876218,53,26.912942
107.568087,48,26.936244
107.123113,48,26.964724
107.717762,62,27.259167
107.064512,74,27.297668
107.183779,45,27.3199
107.835256,59,27.354555
107.849237,63,27.392081
108.195151,52,27.417529
-48.660876,10,27.421395
107.288399,46,27.447961
107.160983,57,27.473036
-43.558429,59,27.501788
106.634675,60,27.77552
108.406544,54,27.801507
106.703172,52,27.824805
-43.065841,120,27.886205
106.559878,48,27.909057
107.236138,57,27.937305
107.226884,115,27.997803
107.128687,82,28.338467
108.129434,95,28.394637
107.604477,52,28.427019
109.343658,59,28.461686
-44.113125,84,28.503048
107.684657,84,28.540153
107.969767,54,28.567965
-46.605679,31,28.920223
107.265892,97,28.97768
107.862857,52,29.006685
107.497476,60,29.037183
107.221159,61,29.07011
-44.187208,62,29.108851
-47.425981,15,29.121792
-44.632509,142,29.196843
106.863604,54,29.51925
